Non-tracked, thematic programs of study should prepare all students for entry into both higher education and high-_____ employment.|skill|Different students require and aspire to different things.  With thematic programs of study they are more immersed in the fields which interest and apply to them.
A test can be reliable, but if it turns out that it doesn't really accurately test what it's supposed to, then it is said to lack ________.|validity|A test lacks validity if it does not really measure what it is supposed to measure.  For example, a professional certification test might get consistent results whenever the same people take it at different times...It's reliable.  But, if it does not accurately measure their capabilities in the work place like it was designed to do, then it's not a valid test--it lacks validity.
According to Maccoby and Jacklin, boys are more __________ than girls.|analytical|According to their research, boys have higher analytical ability involving spatial relations than girls, better at mathematical skills, mechanical processing, etc..
Many of today's high schools place students in high school education tracks. These should be replaced by programs of study organized around high academic standards, broad career themes that foster inter____________ approaches to instruction, and the integration of classroom and work-based learning.|disciplinary|Tracks can be limiting and inaccurate.  Instead of those limiting tracks, programs of study organized around high academic standards, broad career themes that foster interdisciplinary approaches to instruction, and the integration of classroom and work-based learning can be invaluable.
Selection of a ______-focused program of study in high school should be based on general interests and should not be a final, high-stakes career decision.|career|Career-focused programs can give information and experience to students that will give them a great advantage when entering the work-world.   Of course we must be sure that the programs are not too focused, to give the student a broad prospective and the ability to experience different things as well.
Students should select programs of study based on their general ____________ and career interests.|intellectual|Students should be given the freedom to make their own choices, as they will need to do throughout their lives.  Therefore, selecting courses for programs based on intellectual and career factors are an obvious opportunity to put this decision making process to work.
Rather than having to make a definitive career choice, students should opt into a broad curriculum that teaches academic and _________ skills in an engaging and hands-on way through the lens of a career or discipline that interests them.|practical|The career that interests them should not dictate every course the student takes.  Though there should be a general program focused in that direction, a broad concept should be applied in case of a change of heart or a need for more exposure to other subjects.
Work-based learning yields _______s that classroom-based education alone cannot provide and should be an integral part of the core curriculum for all students.|benefit|Work-based learning gives students a first hand look at what their possible working environment could look like.
Providing students with meaningful work experiences that reinforce what they learn in school and expose them to a variety of career options will increase the chances of their being valued and hired by _________, and their making good career choices.|employers|Employers can only benefit from a new-hire who has already the experience of having participated in a workplace or workplace-like setting, as opposed to the rather limited academic environment currently provided.
Separate vocational and academic tracks should be replaced _________ at the high school level with programs of study that emphasize practical education for all. In the redesigned high school, technical and academic instruction should be merged, transforming high schools into active learning environments, similar to today's high-performance workplaces.|gradually|As a student discovers his/her career path choice, a gradual focus on this track will be beneficial to preparation for the workforce.
Students, as individuals and as team members, should be expected to master the basics, plan and complete projects, pose and solve problems, and present and explain their work through various _____.|media|Individuality as well as being a team player are key components sought after in today’s employees.  Being able to work, make decisions and plan on one’s own as well as with others is often a bare minimum for many employers seeking to hire.
A person that rates him or herself high on both masculine and feminine traits is ___________.|androgynous|Such a person may take an assertive or sensitive approach, depending on the situation.
The ___________ of secondary and postsecondary learning environments is critical to the development of rigorous programs of career-related education. Enrollment in postsecondary courses should figure prominently in program majors designed by students to add depth and focus to their high school education.|integration|Student participation in every level of this is key for complete development and preparation for the future.
Lifelong learning is defined in the as all learning activity undertaken throughout life, with the aim of _________ knowledge, skills and competence, within a personal, civic, social and/or employment-related perspective.|improving|It is becoming rare for a person to have only one career track in a lifetime, and it is therefore necessary for a person to learn how to learn, because even after finishing school, that person will have to continue learning new skills and information throughout their lifetime.
Students should learn to _____ the acquiring and updating of all kinds of abilities, interests, knowledge and qualifications from the pre-school years to post-retirement.|value|Learning to value abilities, interests, knowledge and qualifications is essential to being willing and able to keep up with the changing working environment of the present and the future.
It must be promoted to develop _________ and competencies that will enable each citizen to adapt to the knowledge-based society and actively participate in all spheres of social and economic life, taking more control of his or her future.|knowledge|The world and society of today is heading to a future that is more and more knowledge-based.  This makes a competency in knowledge fundamental to the ability to cope with and adapt to the world.
Moral education is becoming an increasingly popular topic in the fields of psychology and education. Media reports of increased violent juvenile crime, teen pregnancy, and suicide have caused many to declare a moral ______ in our nation.|crisis|
While not all of these social concerns are moral in nature, and most have complex origins, there is a growing trend towards linking the solutions to these and related social problems to the teaching of moral and social values in our public schools. However, considerations of the role schools can and should play in the _____ development of youth are themselves the subject of controversy.|moral|Morals themselves are hard to define.  As each person has a unique sense of morals and values, it is difficult to tell which are universal and should be promoted by schools.
Jean ______ is among the first psychologists whose work remains directly relevant to contemporary theories of moral development. He focused specifically on the moral lives of children, studying the way children play games in order to learn more about children's beliefs about right and wrong.|Piaget|The way children play games reveals quite a bit about their perspective towards life.  Following rules, sharing and communicating with others, as well as a great many other factors, expose general tendencies that the children may have towards other, every-day situations.
According to Piaget, all development emerges from action; that is to say, individuals construct and reconstruct their knowledge of the world as a result of interactions with the environment. Based on his observations of children's application of _____ when playing, Piaget determined that morality, too, can be considered a developmental process.|rules|Piaget believed that the way people deal with and apply rules is an almost direct reflection of the moral values of the person.
Piaget concluded from this work that schools should emphasize cooperative ________-making and problem solving, nurturing moral development by requiring students to work out common rules based on fairness.|decision|Piaget believed that if children work together to establish common rules, they will have a greater sense of moral obligation to others and a stronger moral foundation.
Piaget suggested that a classroom teacher perform a difficult task: the educator must provide students with opportunities for personal _________ through problem solving, rather than indoctrinating students with norms.|discovery|Piaget believed that by allowing children to discover the best decisions and answers on their own, they are better able to learn, as opposed to simply memorizing and blindly accepting what the teacher tells them.
Competency-based teacher education is an approach that requires prospective teachers to demonstrate _______ levels of performance on specified teaching tasks in actual or simulated situations.|minimum|An example of competency-based teacher education is instead of having a teacher candidate identify an appropriate teaching strategy by answering questions on a test, the candidate may be required to teach a simulated class and then discuss the reasons for his or her teaching behaviors.
Not everything that stimulates our sensory receptors is transformed into a mental representation. Rather, we selectively attend to some objects and events and ______ others.|ignore|
If we could not select, we would be automatons reduced to responding to whatever stimulus happened to be the strongest at any moment. Our ________ would be influenced solely by whatever thought, memory, or impulse was passing through our minds, and we would have no goal-directed control over our actions.|behavior|The ability to choose what we take in as a mental representation allows us to organize our own goals, actions and decisions.
Attention, then, is an important cognitive key to planned, ________ behavior.|adaptive|Since selecting what our sensory receptors are allowed to sense is so important to being able to choose our own behavior, attention to what our sensory receptors sense is key.
Failures of attention play a major role in several severe mental disorders. Children with attention deficit/hyperactivity disorder are extremely distractible, presumably because they cannot ______ many external stimuli.|ignore|ADHD is one of many mental illnesses characterized by an inability to selectively ignore external stimuli.
Psychologists have developed many ways to assess normal and abnormal attention. For example, in the dichotic listening task, subjects wearing earphones are asked to repeat a message sent to one ear while ignoring a different message simultaneously sent to the _____ ear.|other|
As adaptive creatures, we humans need to know what is happening in the world around us. _________ tells us there are objects in the world outside ourselves; perception tells us what and where they are and what they are doing.|Sensation|The sensations that our sensory receptors give us allow us to interpret the world around us.
Together, our sensations and perceptions ____ our brains to the world and allow us to form mental representations of reality.|link|With the interpretation of the sensations, we can take our view of the world and make it into an understandable reality.
We know the world through many senses, including seeing, hearing, touching, smelling, and tasting. With more than 50 percent of our ________ cortex devoted to visual functions and much of the remainder devoted to audition (including speech), seeing and hearing are by far the most studied.|cerebral|
The ______ sense is amazing because we can create vivid, detailed representations of the world from rather fuzzy patches of light momentarily projected through the lens of the eye onto the retina. From this highly impoverished two-dimensional array of light and dark, we construct a complex three-dimensional mental model of the world around us.|visual|
We identify people and objects of specified shapes, sizes, and colors, located at specific places or moving across our field of view. The processes underlying this everyday miracle are still somewhat mysterious, but behavioral scientists specializing in sensation and perception are discovering the steps that transform retinal nerve firings into the internal ______ of daily life.|cinema|How we transform the transmissions of our 5 senses into a reality is a mystery studied heavily by behavioral scientists.
According to Thorndike's law of ______, any act that produces a satisfying effect in a given situation will tend to be repeated in that situation.|effect|This is known as the Law of Effect.  Thorndike and Skinner both played major roles in developing knowledge of operant conditioning.
The study of perception is one of the most ________ areas of psychology. Many perceptual processes, especially those involving vision and audition, are well understood and provide a vital bridge between neuroscience and behavioral science.|advanced|It has been heavily weighted to find and understand the link between the senses and behavior, especially when it comes to sight and hearing.
Much more must be learned about the influence of perception. One major mystery is how we identify the shapes of things--the configuration of contours and edges that populate our visual world. Another is how we move from identifying the shapes of objects to identifying the objects themselves. A third is how perception is influenced by a person's experiences, motives, ____________, and goals.|expectations|Perception is not an objective thing, it is heavily influenced by our experiences, our motives, our expectations, and our goals
Every aspect of daily behavior, even the ones as automatic as knowing who we are and where we live, is guided by ________ of past experiences.|memories|
Research scientists have distinguished three phases of memory. First, registering or encoding an event into a memory trace; next storing and retaining it over a period of time; and finally, __________ and using it to guide actions.|retrieving|Registering is the initial entrance and cataloging of  that which is to enter the memory.
Memory for a particular episode may fail due to errors in any of these _____ phases. Research is also uncovering many types of memory, each with distinctive characteristics and functions.|three|Although these three phases (registering, storing, retrieving) are standard to memory, many different kinds of memory are being discovered.
To study memory in humans, researchers have devised simple laboratory tasks that permit memory reports to be compared with what actually happened. Subjects may be asked to study a ____ of words or view a set of pictures or novel shapes.|list|Although such situations seem far removed from everyday remembering, this research has yielded surprising insights into how memory works.
Memory ________ can be greatly effected by lifestyle.  The brain is like a muscle; it remains strong and flexible when exercised.|capacity|
Also, staying physically ______ greatly benefits the memory. Researchers have long maintained the strong link between a healthy body and a strong mind.|active|
Reduced stress load means a better ability to learn and ______. |recall|Taking time to relax, learning stress reduction methods, and getting a restful night's sleep whenever possible have an immeasurable impact on memory capacity.
____ Term Memory is defined as the memory system that is responsible for storing information on a relatively permanent basis.|Long|Long term memory is the memory we should be able to remember indefinitely and includes semantic memory (knowledge about the external world; i.e. what a bus pass is used for), episodic memory (memory for specific events in time), and procedural memory (how to use objects or move the body)
___________ rehearsal is a mechanism for processing information into long-term memory that involves the meaningful manipulation of the information to be remembered. |Elaborative|In other words, the stored memory needs to be elaborated upon to make sense of the information given.  This may be especially true if the memory was of a complicated situation in childhood where the information could not be fully comprehended.
Long Term Memory seems to be more prone to semantic  interference than Short Term Memory and is generally considered a permanent memory store. However, experiments that showed semantic interference in short term memory and phonological interference in long term memory have lead some researchers to reject the distinction as ___________.|meaningless|Semantic interference seems to have a greater impact on long-term memory than short-term memory.
Prompt _________ of items from long-term memory is highly dependent on the familiarity of items as well as the manner in which items have been stored in memory. |retrieval|For example, when listening to a speech, the listener may be placing equal emphasis on all of the components of speech rather than on those pertinent to understanding the crucial ideas being conveyed.
The three most significant things that help something move from short-term memory to long-term memory are organization, meaningfulness, and _______. |imagery|This is why it helps to put things into headings and subheadings, or to use outlines.
It is easier to remember things that are relevant to you, that have meaning for you: for example, things about your family rather than of others’ families, or classes in your major rather than gen-ed, and so on. And if you can put your experiences into explicit ______ form, you will remember it better.|visual|Human beings are very visual creatures.  Being able to visualize an experience can help you to remember it more easily later.
Simplified, the process of memory involves receiving, ________, storing, and recalling data.|encoding|Encoding is the first stage of transferring something to memory, followed by storing, and recalling.  Encoding has also been referred to as registering and is the process through which patterns are translated into appropriate brain language for long term storage.
Encoding is defined as the way ___________ is put into memory.  Sensory stimuli from the environment is represented in a perceptive form, i.e., sound, visual image, meaning, etc. |information|Encoding takes places in different stages of memory; it does not always register all of the information--some is lost during the encoding process.
Psychologists refer to storing memories as an encoding process--a procedure for ____________ something a person sees hears, thinks, or feels into a memory.|transforming|
The Individuals with ____________ Education Act (IDEA) requires the least restrictive placement for students, and protects certain rights of students and their parents.|Disabilities|IDEA requires states to develop procedures for educating each child in the least restrictive placement, or a setting that is as normal as possible.  This has led to mainstreaming--allowing disabled students to study in general classrooms when they have the ability to meet the expectations for that setting.
Chunking is the basis for the organization of memory.  Chunking is the _______ mechanism for learning and represents the conversion of problem-solving acts into long-term memory.|primary|Chunking involves combining information into chunks, instead of remembering the individual bits.  For example, instead of remembering the letters t,n,a,r,i, it would be easier to chunk it into one unit--train--and remember that word instead of the individual letters.
Fourteen letters is difficult for most people to store in their _____-term memory.  But you can use a technique called chunking to increase the capacity of short term memory. Instead of trying to remember 14 letters you must first chunk the letters into larger units.  |short|For example, with a 14 letter group such as XIBMSATMTVPHDX, you would have a much easier time remembering X, IBM, SAT, MTV, PHD, and X, instead of trying to remember 14 individual letters.
Chunking the 14 letters into 6 chunks as shown above, it is easy to keep all the letters in short term memory. The ____is to actively chunk letters, words, sentences, or numbers such that there are 7 or less chunks.|key |It is generally said that short-term memory can hold 7 individual items, that's why you want to limit to 7 or less chunks.
Mental imagery is defined as an experience that resembles __________ experience, but which occurs in the absence of the appropriate stimuli for the relevant perception.|perceptual|Sometimes colloquially called visualization, or seeing in the mind's eye.  For example, being able to hear someone in your imagination, or picture someone doing something, even though your senses are not actually conveying those stimuli, would be use of mental imagery.
______ imagery has often been believed to play a very large, even pivotal, role in both memory and motivation.|Mental|Very often mental imagery experiences are understood by their subjects as echoes or reconstructions of actual perceptual experiences from their past; at other times they may seem to anticipate possible, often desired or feared, future experiences.
The increasing interest in mental imagery began when the hold of ___________ weakened and psychologists began to explore the neglected mental processes covered in studies of imagery and imagination.|behaviorism|Behavioral scientists have lost interest in mental imagery in favor of the mental processes between mental imagery and the imagination.
Mental _______ is important as it occurs in many cognitive tasks.  It may help to understand related phenomena, and it may be useful to understanding how to elicit imagery during therapy.|Imagery|Some related phenomena which Mental Imagery may help us to understand are hallucinations, daydreaming, and dreaming.  
Mental imagery and its associated representations have been demonstrated to play an important role in dynamic _______ solving.|problem|
Research investigating the _______ of mental imagery on student learning has lagged behind research in other types of learning strategies. |effects|This is unfortunate in light of the fact that research in visual imagery has been shown to enhance the type of deep level conceptual connections that facilitate both recall and comprehension of verbal learning.
It follows that the conceptual connections that result from imagery in ______ learning will also facilitate spatial learning and problem solving.|verbal|
_______-solving is the process of achieving a desired goal for which there was initially no familiar outcome.|Problem|Problem solving involves making a plan and working through it, where the outcome is uncertain.
Learning enables improved _______-solving performance.|problem|Learning and problem-solving are related.  As one continues to learn, problem solving abilities are improved.  Problem solving identifies areas where you need knowledge, and learning provides that knowledge.
Different models of problem solving recognize different knowledge needs, and set up different learning tasks. Some recent models analyze problem solving in terms of _______ tasks, methods, and subtasks. |generic|These models require the learning of problem-solving concepts such as new tasks and new task decompositions. We view reflection as a core process for learning these problem-solving concepts.
Problem-solving is the key process in learning, because rendering a goal familiar renders _______ goals familiar.  This familiarity brings about the change in behavior when encountering similar goals that is required for learning to have taken place.|similar|As we learn and work to solve a problem, we become familiar with it.  Being familiar with similar problems when you encounter them in the future is an indicator that learning has taken place.
Learning to problem-solve is analogous to learning to _____.|learn|Since learning and problem-solving are so closely related, when we learn to solve a problem, we are also learning to learn.
_______-based learning prepares students to think critically and analytically, and to find and use appropriate learning resources.|Problem|Problem based learning is an instructional method that challenges students to learn to learn, working cooperatively in groups to seek solutions to real world problems. These problems are used to engage students' curiosity and initiate learning the subject matter.
The Transfer of learning is the transfer of a skill from one _________ to another; the transfer of a thought process or cognitive process to a practical situation.|situation|
There are _____ primary types of learning transfer that are recognized by educators for their ability to convey knowledge effectively.|three|Conveyance of knowledge involves three types of learning transfer: Within-Trial Transfer, Across-Trial Transfer, and Across-Task Transfer.
The first type of learning transfer is Within-Trial Transfer.  When chunks are created, they are available for immediate application. Thus, within a single problem solving session, ______ may be applied as soon as they are learned.|chunks|Chunking makes a large topic easier to absorb as it is broken down into manageable parts.  With this type of learning transfer, you can use these chunks as soon as they are created, within the same problem-solving session.
Secondly, ______-Trial Transfer occurs as chunks are created; system performance over different instances of the same problem improves.  This transfer is a direct result of chunking's ability to generalize.|Across|While chunks are created, familiarity increases, so the ability to deal with the same problem improves in speed and ease.  In this type of learning transfer, you apply the same chunks more efficiently to the same problem when you encounter it again in the future.
Finally, there is Across-Task Transfer, applying knowledge learned in one ______ to another.|domain|In one sense, this can be viewed as a form of analogical learning. However, the analogies can be very simple.  This type of learning transfer means applying the chunks learned in one problem to a different problem.
_________ conditioning refers to an automatic response being conditioned into a person's behavior, whereas operant conditioning deals with a learning process where a person takes a deliberate action in response to a certain stimuli.|Classical|Classical conditioning refers to things like a shiver running down your spine whenever you hear a fox howl, or flinching when someone lifts their hand.  On the other hand, operant conditioning might be something like pushing a button next to the door, because you've learned through experience that if you don't push the button, you will get zapped by the door knob.
Classical conditioning occurs when a _______ reflex is associated with a new stimulus.|natural|A natural reflex is something such as wincing, shivering, drooling--something that you don't think about.
Essentially, animals and people are biologically wired so that a certain stimulus will produce a specific response.  However, a Russian physiologist named Pavlov discovered _________ conditioning when he was able to make a dog salivate simply by ringing a bell.|classical|Ivan Pavlov was able to associate an automatic response, or natural reflex, in this case salivating, with a stimulus it normally does not respond to--a bell ringing.
The essence of Classical Conditioning is that two things are already connected with each other (Pavlov’s example is food and salivation). Then a third thing is added (the bell) for several trials. Eventually, this third thing may become so strongly __________ that it has the power to produce the old behavior.|associated|In Pavlov’s experiment, he used the association with an otherwise unrelated stimulus, to create the same reaction as a natural reflex.
__________ Anxiety is a developmental stage during which the child experiences anxiety when separated from the primary care giver (usually the mother).|Separation|Separation Anxiety is a stage most children go through, and usually ends by around 2 years of age.
The _________ application of classical conditioning involves emotion.|strongest|Common experience and careful research both confirm that human emotion conditions vary rapidly and easily. Particularly when the emotion is intensely felt or negative, it will condition quickly.
Classical conditioning is used by trainers for two purposes: The first purpose is to _________ (train) autonomic responses, such as drooling, producing adrenaline, or reducing adrenaline (calming) without using the stimuli that would naturally create such a response.|condition|Conditioning is training for a specific desired response.
If you are trying to make a general conclusion about the 8th grade students in your school, then you need to perform the experiment on a ______ sample.|random|For any experiment to be conclusive, it must be performed on a random sample.  For example, let's say you try one teaching style with one of your classes, a different teaching style with another, and one class performs better than the other.  You can't conclude that one of those teaching styles is better, because the classes don't consist of randomly selected students.  It could be that you have better students in one class than the other.
One key concept of Piaget's Theory of Cognitive Development is accommodation--________ your way of thinking in response to new information.|altering|Accommodation occurs when a person must change their current world view in responce to a situation.  For example, if a boy believes that all rocks sink in water, then sees some volcanic rock floating on water, he will adjust his thinking to believe that most rocks sink.  This process is accommodation.
______s, in Piaget’s theory, are one’s organized mental representations of the world.|Schema|
Equilibrium is a term used by Piaget to describe a hypothetical innate drive that forces a person to actively pursue cognitive __________. In this view, children have a natural inclination toward cognitive development. |adaptation|It is likely that this driving force has external factors like the expectations of parents, teachers, and peers to learn, understand, and communicate new ideas with them. 
According to ______, cognitive disequilibrium occurs when a new experience does not fit existing understanding.|Piaget|When this happens, an individual falls into a state of cognitive disequilibrium, a state of confusion brought on by this imbalance.
The second purpose of classical conditioning is to create an ___________ between a stimulus that normally would not have any effect on the animal and a stimulus that would.|association|Association means that though initially the stimulus was unrelated to the response, the animal has learned to connect it with another stimulus which produces that response.
Thorndike's first of three observations was the Law of ______, which stated that behaviors followed by reward are strengthened and behaviors followed by punishment are weakened.|Effect|Punishment makes a behavior less likely to occur, whereas reward will strengthen a behavior, according to Thorndike.  Dog owners use this principle when they punish and reward a dog to show what kind of behavior is appropriate.
Law of Effect is a principle of learning that holds that ________ is acquired by the virtue of its consequences.|behavior|Behavior is a direct result of consequences that have occurred around that behavior.
A ________ correlation means that increasing one factor reduces another factor.|negative|A negative correlation between two factors means when one goes up, the other goes down.  For instance, there is usually a negative correlation between studying and failing.  Increased studying usually means fewer failed classes.
Thorndike called the pleasant events as satisfying and unpleasant events as annoying, and both of them play a critical part in learning. Thorndike’s Law of Effect defines what has become known as ____________ learning.|instrumental|
Moreover, this law suggested a connection between the stimulus and the response, and not between the response and the ______.|reward|According to Thorndike’s Law of Effect,  the stimulus and response have a connection, whereas the response and the reward do not.
Operant Conditioning forms an ___________ between a behavior and a consequence.|association|Operant conditioning is also called RS, or response-stimulus conditioning because it forms an association between the animal's response [behavior] and the stimulus that follows [consequence]
The Consequences of ________ according to Operant Conditioning: <br>Something Good can start or be presented;<br>Something Good can end or be taken away;<br>Something Bad can start or be presented;<br>Something Bad can end or be taken away.|Behavior|Operant condition has four possible consequences depending on behavior.  These consequences help form an association between a behavior and a consequence.
________ defined three levels of moral reasoning--preconventional, conventional, and postconventional.  An important aspect of conventional moral reasoning is that moral judgement is based on approval.|Kohlberg|Approval from family, peers, etc is important to a person who is in the Conventional Moral Reasoning stage.  Kohlberg believed that few adolescents can go beyond the Conventional stage into the Postconventional stage.  The Postconventional stage is where other people's approval no longer determines morals; in this stage people reason through to their own sense of what makes an action right.
One criticism of Kohlberg's research was that it was based almost entirely on research with ____ subjects.|male|Carol Gilligan believed Kohlberg overlooked significant gender differences and has suggested that a morality of caring or compassion is an orientation that is more likely among females and deserves greater consideration.  She believed females develop a morality of care more than a morality of justice.
Consequences have to be immediate, or clearly linked to the ________.|behavior|If the consequences are not appropriately linked to the behavior, and performed immediately to assure this link, an association will not be made.  For example, if you punish a dog ten minutes after it urinates on your floor, it probably won't make the connection between its behavior (urination), and the consequence (punishment).
With verbal humans, we can explain the connection between the consequence and the behavior, even if they are _________ in time.|separated|Humans can also form verbal explanations for consequences, so the immediacy is not as critical.
It has sometimes been said that ______ is what organisms do.  Behaviorism is built on this assumption, and its goal is to promote the scientific study of behavior.|behave|
______ learning is defined as the process of learning by observing the actions of other people.|Social|Example: If a child witnesses her older brother earn good grades and receive praise from their parents, she may learn through this social learning process that she should work hard to make good grades as well to earn her parents praise, also. 
In social learning theory, anyone who ____________ a behavior that other people observe are known as models. |demonstrates|A model is a role model in a sense. The model displays certain actions and characteristics within a situation that others observe and often imitate. This behavior is also known as mirroring. 
Modeling is the acquisition of new responses through the _________ of another who responds appropriately.|imitation|This has proven to be an effective means of both teaching and learning, especially with a positive model for the subject to observe. 
Albert _______’s approach to learning is also cognitive in nature, but his added a decidedly social aspect to the process and for that reason is often referred to as the social theory. |Bandura|The central idea of this theory is that learning takes place through the observation and the imitation of models. What makes social learning theory social is the notion that we often learn from others. 
Behaviorism was introduced (1913) by the American psychologist John B. ______, who insisted that behavior is a physiological reaction to environmental stimuli. He rejected the exploration of mental processes as unscientific. |Watson|Behaviorism is a school of psychology which seeks to explain animal and human behavior entirely in terms of observable and measurable responses to environmental stimuli.
_______ epitomized the behaviorist approach more than any other psychologist.|Skinner|B.F. Skinner was the leading exponent of the school of psychology known as behaviorism, which explains the behavior of humans and other animals in terms of the physiological responses of the organism to external stimuli.  Like other behaviorists, he rejected unobservable phenomena of the sort that other forms of psychology, particularly psychoanalysis, had studied, concerning himself only with patterns of responses to rewards and stimuli. 
Perhaps the biggest ________ of behaviorism and the resulting social learning and social cognitive theories are their ease of application to real world examples.|strength|Behaviorism’s greatest advantage is its applications to the real world.  Other perspectives to learning can be more hypothetical, and difficult to apply to real life scenarios.
Information gathered for learning theories are often represented by statistics and facts, rather than theoretical concepts and _____. Therefore, applying them and measuring the outcome is much simpler.|ideas|Other fields of psychology can be a lot more theoretical, whereas learning theories tend to use concrete statistics and facts, making them easier to measure and make sense of.
The treatment approaches developed from these theories are relatively simple and _____ to administer. |quick|Curing mental illnesses that would have taken months or even years with traditional psychoanalysis can now be completed in weeks, or even days.
Behavior modification programs typically have two goals : improve grades and improve _______ behavior.|defiant|
A successful violent behavioral modification program teaches people of any age constructive outlets for their ______ without having to destroy items, relationships, or hurt those they love. Even if you just snap too much at the children this program could help.|stress|Learning appropriate outlets for stress can control violent outbursts and release them in an acceptable way.
By definition, learning is a relatively permanent change in behavior occurring as a result of __________.|experience|Learning cannot be observed; it must be inferred from observing behavior.  In other words, learning is a change in behavior--you observe the behavior to tell if the learning took place.
The study of schedules of reinforcement is, in effect, the study of the characteristics of well ___________ behavior.|established|Schedules of reinforcement are almost synonymous with established behaviors.
There are three overridingly important principles to keep in mind when looking at schedules of reinforcement: First, the  maintenance of behavior requires ______ reinforcement.|little|The maintenance of behavior is the first of three in schedules of behavior and it requires the least reinforcement.
The second principle to keep in mind when looking at schedules of reinforcement is--how reinforcement becomes _________ is a crucial determinant of our behavior;|available|As reinforcement becomes available, how available it is plays a greater role in determining our behavior.
The third principle to keep in mind when looking at schedules of reinforcement is--the context of reinforcement availability is crucial in determining the _______ that it exerts over us.|control|We must determine the amount of control reinforcements exert with regards to our behavior.  The context in which reinforcement is made available can influence how much control it exerts.
Many teachers use _____ economies in order to encourage appropriate classroom behavior.|token|Token economies are also known as token reinforcement systems, they involve allowing students to earn tokens for academic work and positive classroom behavior.  These tokens (play money, holes punched in a card, etc) can be cashed in for desired rewards (school supplies, class privileges, etc).
Token economies require high levels of teacher commitment, time and skill and should be undertaken only when less intrusive measures, such as reinforcement and ____ management have been tried and have failed.|rule|Reinforcement refers to encouraging existing behaviors or teaching new ones--to encourage behavior is to reinforce it.
