Voluntary ______ euthanasia refers to the direct action that causes death, such as a person asking a doctor to inject him with a lethal dose of drugs. Many people would consider this immoral because it can never be permissible to kill a person. |active|This is effectively what is being asked of the doctor by this person. When compared with passive voluntary euthanasia, it seems that it is more acceptable to let someone die rather than to actually kill that person.
It can be argued that letting a person die is as _______ as actually killing a person, especially if the outcome of the former causes more suffering. |immoral|When withholding treatment, the person may suffer more pain for a longer time. Compare this with the swift end of the lethal injection.
Fears have been expressed that if active euthanasia is socially acceptable or legalized, then moral __________ will set in as respect for life is reduced and this may lead to abuses. |corruption|The fear here is that if active euthanasia is acceptable, then it may open the floodgates for the acceptability of killing the disabled or elderly. Opponents of this view say the risk is exaggerated.
Where the patient is ___________--for example, in a persistent vegetative state--decisions about withholding or providing medical treatment must be made by others in consultation with health staff, but extreme caution must be taken in these circumstances. |incompetent|In this position, one person is making life and death decisions on behalf of another and this is fraught with moral difficulties. Some believe that nonvoluntary passive euthanasia can be justified for the patient’s dignity, autonomy, and to minimize suffering. However, there must be strong grounds to show that the patient is suffering terribly, is extremely unlikely to recover, and has lost higher mental functioning capabilities.
Some believe that in matters of taxation, everyone should pay a flat rate regardless of income whereas others believe that it is fairer and more ethically justifiable to have a graduated system based on individuals’ ______. |income|People are not equal when it comes to paying taxes because their earnings are different. Therefore, it is argued and adopted by many governments that those who earn more money should pay a higher tax rate.
Some people believe that Black Americans do not receive equality in society due to racial discrimination,  and so support policies called __________________. |affirmative action|These policies (begun in the 1960s) cover a wide range of actions and give minority applicants priority over whites for jobs, promotions and college admissions.  This is highly controversial.
Affirmative action covers a wide variety of policies and programs. One form of affirmative action is ____________ treatment. |preferential|Preferential treatment is a controversial policy which promotes selecting less or equally qualified minority applicants over white applicants for employment or school admissions on the basis of race. 
Many people have questioned the preferential treatment of blacks over whites and argue that it is a form of reverse discrimination, and hence, a denial of _______ for whites. |justice|They argue that if it is ethically wrong to discriminate against blacks on the basis of their race, then surely it is just as wrong to do the same against whites.
Proponents of preferential treatment morally justify the policy on the grounds that black Americans have suffered undue harm from past racial discrimination which has resulted in the current absence of equality of ___________ and equal treatment, and hence this policy is necessary to correct this imbalance. |opportunity|It is argued that past discrimination led to inferior education, housing, health care, jobs, etc., and hence black Americans were not offered the same prospects for progress as whites were.
Some philosophers have argued that the ethical dilemma with preferential treatment is that in __________ one group, you end up harming another. |benefiting|By denying a more highly qualified white person a job, these persons may be denied a position in the nation’s elite society grouping. In making up for past discriminations, the whites who suffer now had no hand in participating in previous inequalities, whereas those who did are not made to bear the burden.
The right to bear arms is enshrined in the American psyche but some people question the ethical justification for the storage of firearms in the home where a _____ may be able to obtain it and cause injury to himself or others. |child|In 1997, the US Center for Disease Control and Protection released a report that revealed that the US had the highest rate of childhood homicide, suicide, and gun related deaths.  Many people would argue that guns are needed for protection. Opponents of gun ownership however, argue that unless guns are well locked away, children may be able to access them. They further argue that if guns are well locked away, then they would not offer much protection since they could not be easily accessed. This is a case of balancing harms - the need for a gun with the potential harm it could cause a child.
Incarceration is a typical form of punishment levied on perpetrators of crime, but moral concerns have been raised over imprisoning _________ and those with intellectual disabilities. |juveniles|There is concern that the incarceration of juveniles will prepare them for a life of crime rather than reform them, as they can be trained by other more experienced criminals in the prison.
Capital punishment of persons who commit crimes under the age of 18 is permitted in some US states; this is morally questionable because a person under 18 is not considered fully _________. |competent|Some contend that children under 18 lack maturity and rationality to be able to fully comprehend their actions and their consequences. Thus, many argue that it is not ethical to execute someone who committed a crime, albeit a serious one, when still a juvenile. It is argued that rehabilitation would be the kinder and more compassionate course of action.
There are many proponents of capital punishment and they morally justify their stand on the grounds that it is an effective _________, is less costly to taxpayers than life imprisonment, provides emotional relief to the loved ones of the victim, and is permissible by God in the Bible. |deterrent|Many believe that this is a justifiable reason for capital punishment, in that it provides closure for the loved ones and hence is morally right.
The opponents of capital punishment contend that ____________ is adequate. They argue that capital punishment is immoral on the basis that it is an ineffective deterrent, it perpetuates and makes violence acceptable, it is applied discriminatorily, and offenders may change into good people, but perhaps the most compelling reason is that the offender may be innocent. |imprisonment|Mistakes in the criminal justice system are inevitable--no system is perfect. Therefore, many argue that it is unethical to execute someone where they may be innocent. Executions cannot be reversed.
The two main ethical issues that arise when dealing with war are: 1) when is it acceptable to resort to war and 2) what are the moral ______ in waging it. |limits|States cannot wage war when they feel like it. There must be reasons and conditions for waging war.
_________ believe that war is never justified, arguing that it is not only immoral, but ineffective. |Pacifists|Pacifists cite two reasons for believing that war is never justified; first, that war is immoral (regardless of goals) and second, that war is ineffective (violence always results in more violence).
Pacifists contend that war violate a person’s moral right to ____ and this cannot be justified by any good that may result from the war. |life|This is one of the consequences of war--soldiers as well as innocent civilians are killed.
Just because one is a pacifist does not mean that one does not fight for one’s beliefs; instead, the struggle is of a __________ nature. |nonviolent|This is the way pacifists believe that we should deal with our problems – passive resistance. Well known pacifists include Mohandas K Gandhi and Martin Luther King.
The use of __________, chemical, and nuclear weapons in war against our enemies would be considered by many to be immoral because these weapons could potentially harm many innocent civilians and we have a duty to minimize harm we cause to them. |biological|It is impossible for governments to make an undertaking not to harm any civilians at all. Unfortunately, wars cause harm to civilians as well. However, governments have a duty to minimize as far as possible the risk of harm to civilians; for example, by not bombing residential areas.
The policy of deterrence involves threatening to _________ and inflict unacceptable damage on an adversary in order to discourage attack. |retaliate|To support the deterrence strategy, large stockpiles of nuclear, biological and chemical weapons were maintained by the US during the Cold War. The policy of deterrence, where a state threatens to launch nuclear, chemical or biological weapons against another state in the event of an attack by the latter, can be considered ethical because if successful, then many lives are saved, and if it's unsuccessful, then the former state may still choose not to retaliate in that way.
In the US, the Constitution states that only Congress can declare war, yet President George W Bush authorized an attack on Afghanistan without a Congressional declaration of war and so the question arises as to whether Presidents can ethically ______ the spirit of the Constitution in this way and personally possess the authority to wage war. |bypass|The Constitution contains this provision in order to maintain a system of checks and balances in the government as well as to ensure the legitimacy of the proposed war action. No one person alone should have the authority to declare war.
The just war tradition states that it is acceptable to go to war to protect innocent persons from harm and to protect a state or its people from unfair __________. |aggression|
Pacifists believe that war is always ineffective and never justified, even when __________. |legitimate|Pacifism is based on the theory that peaceful relations, rather than confrontational ones or violence, should be the governing force surrounding all human interrelations. Pacifism dictates that disputes should be resolved through negotiation, surrender, or resettlement.
Before establishing war, the Law to War, or _____________, should be consulted to determine whether entering into war is justifiable. |Jus Ad Bellum|Medieval philosophers believed that these rules must be followed if the war was to be a just one. These required that the war have a just cause, be declared by a sovereign state with legitimate authority, have the intention of ultimately restoring a just peace, be in proportion to the harm suffered, have a reasonable chance of success and be used only as a last resort. It does not say anything about the length of the war; in other words, it does not have to be a short war for it to be a just war.
In war, the distinction between combatants and noncombatants is fundamental and the just war theory states that it is acceptable to attack combatants in a just cause and not only is it unacceptable to attack _____________ but strong steps must be taken to avoid harming them. |noncombatants|Noncombatants are the innocent victims who are not involved in the fighting – women, children, etc.
It is widely accepted that wars to conquer another land are _______ unacceptable. |morally|Nations are entitled to territorial integrity and political independence.
Some philosophers believe that where an invasion or military attack has occurred, countries have an immediate right to retaliate and defend themselves, but in the absence of such an event, military action is only justifiable where authorization has been obtained from an _____________ body. |international|These thinkers believe that bodies such as the United Nations or NATO have the authority to approve such actions and that the issues will be carefully analyzed by them so that the chances of an unjust war are reduced.
Preemption refers to military action that is taken first in self-defense and may be morally justifiable where there is strong evidence that an attack is ________ and that waiting could make self-defense more uncertain and complicated. |imminent|This is the definition of preemption. Making moral judgments on preemption are extremely difficult and would depend on the circumstances of each case.
Most people would agree that a war initiated to remove an oppressive government would be ethically acceptable to protect human ______ and ensure justice. |rights|Oppressive governments breach many ethical principles and their removal would be justified.
Military intervention by one state in another may be justifiable to protect alliances or to prevent very serious breaches of ____________, but these measures must be taken very carefully so that war is not overused as a means of solving problems. |human rights|The security of a state can in some measure be attributable to the alliances it has made with other states. So, by protecting these alliances, they are also bolstering their own self-defense systems.
The term ‘__________ damage’ refers to noncombatants who have been killed as a consequence of an attack on a justifiable military target and is a sensitive ethical issue. |collateral|
Many people believe that collateral damage is morally __________ to win the war, shorten it, or to save their own soldiers' lives. |acceptable|If the war can be shortened by an attack that will destroy an important military installation but at the same time kill many noncombatants, then these people believe that collateral damage is acceptable.
Some philosophers believe that actions in our self-interest have moral limits, and hence, attacks at military sites which will cause noncombatant casualties must be proven beyond a reasonable doubt to be essential to winning or shortening the war. Steps must be taken to minimize harm to noncombatants and where excessive numbers of noncombatant lives are endangered, then the action should be _______, even if it will mean losing the war.|avoided|Where the cost in innocent human lives is too high, the moral justification for collateral damage is overridden.
Some people contend that we need to change the way we treat the environment today to create a ___________ society, as we have ethical responsibilities to the future generations of the citizens of the world. |sustainable|Our treatment of the environment today could impact the health and well-being of the people born in the future. Time is not a relevant factor here – we owe not only present people a duty of care but also those in the future.
There are many opponents to environmental sustainability and many challenge the existence of environmental problems such as ______________ on the grounds that such moves will lead to economic loss. |global warming|These people argue that environmental sustainability is morally unacceptable as people may lose their jobs, prices and taxes may rise, etc.
On matters of environmental sustainability, both harms and benefits will result and _________ the two will be difficult, but many environmentalists view this as essential for the long-term future of the Earth. |balancing|This is a great ethical responsibility – balancing harms and benefits. It is important that an overall, long-term perspective be maintained when making these decisions.
According to Leopold, a __________ reflects a conviction of individual responsibility for the health of the land. |land ethic|Environmentalist Aldo Leopold believed that land owners were the biggest obstacle to conservation efforts on private land. He thought that individual ethics (land ethic) were needed to motivate land owners and that economic incentives and legal restrictions were ineffective.
Environmental degradation is an inevitable consequence of _________________ and should be distributed fairly, but studies in the US have shown that the burdens are mainly borne by the poor, minority communities. |industrialization|Various studies from the 1970s, 80s and 90s have shown that toxic waste grounds are primarily located in minority neighborhoods. This is because rich, middle class white people object to having such waste products in their areas and have enough clout to have their objections adhered to.
____________________ occurs when an unusually high percentage of polluting industries and hazardous waste facilities are located in poor minority communities. |Environmental racism|According to the theory of environmental racism, residents of white, middle and upper class neighborhoods have sufficient political influence to keep these facilities out of their neighborhoods while poor minorities do not.
We use nonhuman living things for a variety of purposes; for example, we kill and eat certain animals and use them in medical experiments. However, some philosophers believe that it is morally reprehensible that we use animals in this way and that it is a form of ______________. |discrimination|Peter Singer calls this type of discrimination ‘speciesism’ whereby we limit moral worth to humans only.
Some philosophers believe that the strongest case against human _______ is the argument of distributive justice. |cloning|By pouring money into developing and perfecting the techniques of cloning humans, we are potentially denying more important and urgent uses of that money; for example, to alleviate poverty, eradicate childhood diseases, etc.
In 2001, Florida banned gay persons from ________ children, dismissing the claim of discrimination by the gay plaintiff. |adopting|Judge James Lawrence ruled against discrimination on the grounds that there was no fundamental right to adoption.
According to the Society of Professional Journalists Code of Ethics, reporters should seek the _____ and report it, act independently, minimize harm and respect colleagues, subjects, and sources, and be accountable. |truth|Journalists need to justify their reports, examine complaints from others, admit errors and correct them speedily, expose unethical behavior, and maintain the high standards they expect of others.
The belief that all moral obligations originate from ___ is known as the divine command theory. |God|
The Divine Command Theory can be described as a member of a group of moral theories called _________________. |moral objectivism|Moral objectivism contends that moral judgments are objectively true or objectively false. Therefore, “Thou shall not kill” under the divine command theory is objectively true since God’s law prohibits killing. This would be objectively false if God’s law did not prohibit it.
There are 2 versions of the divine command theory; the first is that moral rights and wrongs are independent of God’s will and the other is that morality is logically linked to God’s will and so God’s ________ make things right or wrong. |commands|According to the independent version, actions are right or wrong in spite of God’s commands, so for example, murder is wrong because it is wrong rather than because God stated it is wrong.
The aim of Islamic law was to ensure the well being of the community in a situation where both the ruler and his subjects were believed to be motivated to ____ the law and avoid punishment in Hell. |obey|Islamic thought tends not to emphasize the rights of human beings but rather their duties to obey God's perfect law.  For example, Ayatollah Khomeini insisted that man had no natural rights and that believers were to submit to God's commands. 
The Ten Commandments can be described as the Judeo-Christian religious moral code that governs the actions between individuals and between individuals and ___. |God|The first four commandments relate to the actions of individuals and God, whereas the other six govern the relations between individuals.
The Commandments that concern the relations between people and God include the requirements to believe in the one true God, not to have a graven image of God, not take the name of God in vain, and to keep the _______ day as holy to perform good deeds. |Sabbath|The reason for this is that God created the Earth in 6 days and rested on the 7th. God intended that the people spend this day in prayer and contemplation of religion, and the performance of good deeds.
