The longitudinal method of research involves studying the same __________s at different points in their lives.|individual|Longitudinal studies are long-term studies that require a great deal of money and time.  They allow researchers to study development as it occurs over time.  This is different from cross-sectional studies, where different groups of people varying in age are studied.  For example, to study development in a person as they age from 5 to 20 years old, a cross-sectional study might just take a group of people who are 5, a group of people who are 10, another group that's 15, etc..  On the other hand, a longitudinal study would study one group of people for 15 years. 
A correlation is defined as the relationship between two _________.|variables|For example, there is a strong correlation between height and weight. The taller a person, the heavier he tends to be. Correlations are used when researchers are unable to conduct experiments, and so they are often forced to rely upon the findings of correlational data.
In an experiment, the independent variable is the _____.|cause|The independent variable is the cause, the dependent variable is what is affected.  For example, if you are doing tests where you give a person different amounts of caffeine to see how it affects their energy level, then the caffeine is the cause (the independent variable), and the person's energy level is the dependent variable--it is affected by manipulating the caffeine. 
An intensive study of a single case, or individual, with all available data, test results, and opinions about that individual is known as a ____ study.|case|Case studies are usually done in more depth than studies done on groups of individuals. A case study may follow the progress of an individual for months or even years to gather the most data possible regarding the individual’s patterns, growth, and maturation. 
In an experiment on kittens, scientists sutured shut one eye in some of the kittens in a litter shortly after they were born.  Two months later, they would open the sutured eye, and that eye would be functionally blind for the rest of their life, while the other eye would be fine.  This is because there is a critical period for ______ development.|vision|In the kittens, there was nothing physically wrong with that one eye, but this is an example of a critical period.  A critical period is a time window within which the brain must experience certain things, or certain skills can never be developed.  To see out of an eye, a kitten must be able to use that eye within the first couple of months after birth; to fly, a bird has to be allowed to use its wings to fly within a certain period of time, or it will never be able to learn. 
In observational research, the researcher’s focus is on watching the patterns of the subject, as well as the subject’s responses to surrounding _______.|stimuli|Observational research is used to gather data about the subject while in a specific situation or environment to determine certain patterns of behaviors, responses to stimuli, and other exposed characteristics.  Quite often, observational research involves observing the subject in a natural environment, instead of a lab environment--for example, a child playing during recess. 
A _________ is an elimination of a complex emotion by bringing it to consciousness and allowing it to be expressed.|catharsis|It is also any emotional release resulting from a buildup of internal tensions. This practice is used within psychoanalytic theory. 
The degree of agreement or disagreement between two or more observers who make simultaneous observations of a single event is known as _____________ reliability.|interobserver|Two people could see the same event and come away with different observations.  This practice attempts to gather a general consensus from those observing the same event to develop some level of clarity. 
___________ is the repetition of an experiment to enhance the reliability of the results.|Replication|Replication provides researchers an opportunity to observe the subject’s responses to the constant presence of a controlled variable.
An extension is an enlargement, increase, or extension of initial ________.|research|An extension allows the researchers prolonged time with an experiment or observation to collect additional information (data) and develop a more definitive view of the research. 
A relatively informal naturalistic observation of an infant’s routines and behaviors is known as a baby _________.|biography|The baby biography is a tool that is based on observation and data collection to determine the skills and advancement of an infant for its age to determine development. 
The ______ is a method of collecting data through the use of interviews and questionnaires.|survey|Surveys are typically used to collect information from groups of people, which can be large or small in size. This process allows researchers to find an average number of people with similar responses to certain subjects or questions. 
Conception, or _____________, occurs when a father’s sperm cell joins with a mother’s egg cell.|fertilization|The female egg (ovum) is released by the female and the male sperm penetrates the egg resulting in the creation of a zygote (fertilized egg). 
The period of the ______ lasts from the time of the zygote’s attachment to the uterine wall until the first occurrence of bone development.|embryo|
The process of cell division in sexually reproducing organisms that reduces the number of chromosomes in reproductive cells, leading to the production of gametes is known as _______.|meiosis|Sperm and egg cells have half the number of chromosomes as body cells.  Without the process of meiosis, sperm and egg cells would have the same number of chromosomes as body cells, and when joined the chromosomes in each cell would be doubled. 
There are 46 ___________ in normal human cells (non-sex cells).|chromosomes|There are 46 chromosomes, or in other words, 23 pairs of chromosomes.  The sex cells, on the other hand, only have 23 chromosomes--that way, when the male and female sex cells join together, they form 46 chromosomes.
An ________ is any chromosome that is not a sex chromosome.|autosome|Autosomes can be liver cells, brain cells, tissue cells, as long as they do not relate to reproduction.
Sex ___________ in humans are those that are responsible for producing the sex of a child.|chromosomes|Sex chromosome are either X or Y. Two X’s result in the birth of a girl and an X and a Y result in a boy. 
There are many outside influences that can injure an unborn child. Substances that are taken into the system that can produce fetal _____________ are known as teratogens.|abnormalities|Teratogens include smoking, alcohol consumptions, and drug use, and can have severe and harmful effects on a fetus. Smoking can cause low birth rate, asthma, and stillbirth in newborns. Alcohol can cause fetal alcohol syndrome, which harms the child’s development both mentally and physically.
A _______ in genetics is an organism that carries a particular trait in its genes and, while not expressing the trait itself, is able to pass on the trait to its offspring.|carrier|Example: A mother could be the carrier of hemophilia and not show signs of the illness, but her son could be born with active hemophilia.  Another example, a mother may be brown eyed but be the carrier of the blue eyed trait, and pass that trait down to her son. 
_____________ is a disease of humans, dogs, cats, and certain other mammals, caused by parasitic microorganisms that affect the nervous system.|Toxoplasmosis|This disorder is especially damaging to an embryo or fetus.
A growing body of scientific evidence indicates that alcohol use by pregnant women can result in birth defects in unborn children. Characteristic birth defects noted in the children of some women who consume alcohol during their pregnancies is known as _____ alcohol syndrome. |fetal|Exposure to alcohol during pregnancy can have disastrous consequences for the developing fetus. Low birth weight, facial abnormalities, and heart problems are often seen in infants with fetal alcohol syndrome. Recent estimates indicate that the full expression of this syndrome occurs at a rate of between 1 and 3 per 1000 births. 
_______ while pregnant can result in defects in the developing child known as fetal tobacco syndrome.|Smoking|Babies with fetal tobacco syndrome may have facial abnormities, mental retardation, heart defects, and a host of other problems. 
Approximately one percent of babies are born with symptoms of ______ (oxygen deprivation).|anoxia|Anoxia is a potentially serious birth complication that can cause brain damage and other defects.  It's usually caused when the umbilical cord becomes tangled or constricted during childbirth.
___ or AIDS is a sexually transmitted disease that causes the human immune system to fail, and is lethal in most cases.|HIV|HIV or AIDS (Human Immuno-Deficiency Syndrome/Acquired Immune Deficiency Syndrome). The virus may enter the bloodstream of the unborn infant of an infected mother by crossing the placental barrier. Babies who are born with HIV/AIDS often die within infancy or early childhood.
There are many perinatal factors that can adversely affect a newborn. ____ syndrome is a congenital disorder that causes mild to severe mental retardation, slow physical development, and has characteristic physical features.|Down|Down syndrome is caused by an extra chromosome and occurs roughly in 1 out of every 1,000 births. People with Down syndrome are more susceptible to childhood illness, leukemia, and respiratory and heart problems. 
Motor development is considered a function of __________--parental involvement has little to do with its development.|maturation|Motor development is a biologically-based process.  Any efforts by parents to specially train an infant in its motor development has little effect in the long-term, because motor development depends on an individual's own rate of biological maturation.
A _________ is the observable characteristics of an organism due to inheritance.|phenotype|Example: A daughter may have the same nose shape and eye color as her father, resembling his appearance greatly.  The nose shape is a phenotype--it is the visible reflection of some kind of gene that was inherited.
A sex-linked disorder is a __________ disorder controlled by a gene carried on the sex-determining chromosome.|hereditary|An example of a sex-linked disorder is color blindness. This only affects boys. 
The control or determination of more than one characteristic or function by a ______ gene is known as pleiotropy.|single|Most genes affect only one characteristic or function.  Pleiotropy refers to a single gene controlling multiple characteristics.  An example of this is Marfan’s syndrome where the disease causes a weakened aorta, deformed bone structure, and poor vision.
Herpes is a disease that can be passed from mother to newborn in the birthing process. This disease can attack the skin or mucous membranes. It is often difficult to treat, and can harm an infant who is born to a mother in an ______ stage of the disease as it passes through the birth canal.|active|The disease is not always evident even in its active stages, so women who are aware of the disease often undergo a cesarean-section to deliver the child from their stomach, rather than through a vaginal delivery.
Maturation refers to the processes of __________ development of bodily mechanisms that do the behaving.|biological|In developmental psychology, maturity refers to changes in a person that are pre-programmed, that occur naturally, not from learning or the environment.  Maturation occurs when internal clocks signal to the body certain developments should occur. An example of maturation can be seen in the process of puberty where the child begins to develop sexually, and will change typically in height and weight. 
Motor ___________ is largely a function of maturation; a result of nature rather than nurture.|development|Just as individual babies differ, so does the rate of an individual’s motor development. Some children develop quickly, while others are slower to mature. It is noted that parental involvement has little to do with the timeliness of motor development because it is a biologically-based process. 
The visual cliff is a device that was designed to test a child’s _____ perception.|depth|The visual cliff is a prop used in research to determine a child’s recognition of the drop-off angle on a cliff-like structure, which determines their motor skill advancement, and determines the child’s depth perception. 
A cross-_____ transfer is the recognition of an object as familiar when perceived with a sense other than that previously exposed to the object.|modal|The cross-modal transfer uses the senses to help a person to determine an object in a new way. Example: If you were to take a lemon and ask a person to taste it, and then present the lemon to a person whose eyes are shut, and then ask them to smell it, it is likely the person can determine the presence of a lemon from both their sense of taste and their sense of smell.
Olfaction is the sense of _____, and is well-developed within a newborn.|smell|Researchers have found that babies’ keen sense of smell is equal to that of an adult’s. Babies have been found to respond negatively to unpleasant odors, and positively respond to pleasant odors, which indicates the full maturity of the olfactory sense at birth.
There are four basic tastes that babies will respond to, which are similar to that of adult responses. The tastes are _____, salty, bitter, and sour.|sweet|Like a newborn’s sense of smell, infants also have a fully developed sense of taste.
The memory associated with recall of muscular or glandular responses that have been conditioned are known as __________ memories and are acquired slowly with practice.|procedural|This type of memory is required to recall the skills necessary for object manipulation and learned physical activity. It is sometimes called a skill or motor memory. For instance, a child may need to practice repeatedly to remember how to fit shapes into a shape box. It is through regular attempts that the child begins to memorize the steps that led to success.
The ___________ memory is associated with cognitive skills that are not directly related to muscular or glandular responses such as breathing. The complete memory may be acquired through a single exposure, but practice is usually needed to make the information remain usable.|declarative|The declarative memory is that part of the learning process which is used to recall factual information, and is often referred to as fact memory. Example: The declarative memory is used to remember classmate’s names, to remember the words of a song, or even the characters in a favorite book. The more a person is exposed to the information the greater the retention will be. 
When a child stops responding to an ever-present or frequent stimulus it is known as ___________.|habituation|Example: When a child first encounters a cat or dog, he/she may be frightened or curious of the animal, but as time goes by and the child has had repeated encounters with the animal, he/she is likely to become habituated, and not pay attention to the animal. 
Children who are not given adequate amounts of healthy foods can suffer from ____________ which can cause physical, mental, and emotional traumas.|malnutrition|Malnutrition is common in third world countries where food is scarce, and nutritious food is even harder to access. However, malnutrition can occur when children fail to receive food with enough vitamins and minerals to keep them healthy. 
DNA is a unique ________, which is sometimes called the essence of life.|molecule|DNA (deoxyribonucleic acid). Every living plant or animal contains DNA in every cell of its being. The body is made up of approximately 60 trillion cells, all of which contain DNA. DNA is the substance that enables cells to copy themselves. A child is made up of DNA cells from both his mother and father, and therefore researchers are able to determine the biology and heritage of a child through DNA sampling.
A ____ is the smallest functional unit for the transmission of a hereditary trait; it is a section of the genetic code of a living thing.|gene|Genes are present within all living things and they function as a carrier of biological patterns from both parents to a child. Such patterns may include facial features, height, and body type.
Genetic ___________ is any technique by which genes are artificially manipulated, built, replaced, or altered outside of normal breeding.|engineering|Example: Genetic engineering allows researchers and scientists to place genes from a rat and place it into a mouse causing the mouse to become abnormally large. The point of this process is to create specific characteristics that may not normally be present in a person or thing.
Parallel play is where children play _____________ beside other children but not with them.|independently|Children engaged in parallel play may play close together and with similar toys, but they do not interact. 
______'s law explains the fundamental laws that explain genetic inheritance.|Mendel|Gregor Mendel (1822-1884) was an Austrian Monk who spent years cross-breeding peas. He spent years observing and recording his experiments and learned some important concepts about simple inheritance, which links an offspring to both parents.
An ______ is any group of possible mutational forms of a gene.|allele|An allele is a spot on a chromosome for a particular trait. Each chromosome is part of a pair, so the allele, or trait, is present in the same spot on the pair of chromosomes.
In genetics, the expression of the _______________ controlled by one of a pair of genes regulating a given trait in an organism, and the suppression of the characteristics controlled by the other is known as dominance.|characteristics|A dominant gene may come from one or both parents, and will usually result in the same genetic trait with their offspring. For example, brown hair is a dominant gene trait, and most children with brown haired parents also have brown hair, unless both parents pass down a recessive gene.
A _________ gene is one that is not expressed when it is paired with a dominant gene.|recessive|For any trait a person has, he has two genes which together determine that trait, one gene from each parent.  For example, if a child has a brown eyed father and a blue-eyed mother, he may receive a brown eyed gene from the father, and a blue eyed gene from the mother.  In that case, he would be brown eyed, because the gene for brown eyes is dominant, and the gene for blue eyes is recessive.  To have blue eyes, which is recessive, he would have to have the blue eyed gene from both parents--not just one. 
During _______ the most significant form of maturation is sexual.|puberty|Sexual maturation occurs at different ages with adolescents, but has an average around the age of 13 years of age. The onset of puberty brings on changes in hormone levels which creates bodily changes within both genders, and is a time when both sexes are physically able to reproduce. 
During ______ maturation, adolescent girls will begin to menstruate, which is the process that allows them to become pregnant.|sexual|Menstruation is a sloughing away of the lining of the cervical wall, as well as a cycle regulator for an egg to be released each month for the possible presence of a male sperm to fertilize it and create a child. 
Development follows two patterns: the _____________ principle and the proximodistal principle.|cephalocaudal|The two principles are Cephalocaudal and Proximodistal.  The Cephalocaudal principle says that growth progresses from head to foot, and the proximodistal principle states that development proceeds from near to far--outward from the central axis of the body toward the extremities. 
A moratorium is a time in which an __________ is searching for his or her identity.|adolescent|Moratorium is literally the suspension of a planned activity, or the delay in performance or obligation. Adolescents learn to socialize through their teenage years, and as a result they begin to create an image of themselves through social, academic, and family encounters. 
The _________ system’s glands and hormones are controlled by both the brain and the autonomic nervous system.|endocrine|Hormones are a variety of chemical compounds, which are secreted by the endocrine glands, and carried through the bloodstream. 
The spinal cord is a massive collection of _______ within the spine that looks rather like a section of rope or a thick cord.|neurons|The spinal cord is surrounded and protected by the hard bone and cartilage of the vertebrae.
The ______ cord has two major functions; the first is to rapidly transmit neural impulses to the brain.|spinal|Whenever sensory messages originate below the neck and go to the brain, they do so through the spinal cord. 
The second major function of the spinal cord is its involvement in the spinal ________.|reflexes|These are very simple automatic behaviors that occur without the conscious, voluntary actions of the brain. 
The most important of our endocrine glands is the _________ gland.|pituitary|It is often referred to as the master gland, reflecting the fact that it directly controls the activity of many other glands in the system. The pituitary is nestled just under the brain.  Another reason this gland is so important is the massive amounts and varieties of hormones that it secretes. 
One of the most significant advances in technology that has aided the study of the brain was the development of the _________ for stimulating and/or recording the activity of individual cells.|electrode|Electrodes are very fine wires that can be eased into certain areas of the brain, and once in position, the electrode can be used to deliver a mild electric current to stimulate the brain. 
Just above the spinal cord, at the very base of the brain, there are ___ important structures that together form what is called the brain stem.|two|
The very ______ structure is the medulla.|lowest|The medulla acts like the spinal cord in that its major functions involve involuntary reflexes.
_____________ is the study of the relationships between the physical attributes of stimuli and the psychological experiences that they produce.  It is the oldest subfield in psychology.|Psychophysics|The two attempts of psychophysics are: to assess sensitivity of one’s senses, and on a theoretical level provide a means relating the physical outside world to that of the inner psychological world.
The absolute _________ is the physical intensity of a stimulus that a subject reports detecting 50 percent of the time.|threshold|This sort of result occurs for all senses, and the results would have the same general result with the testing of sound, smell, touch or taste.  An example of an approximate absolute threshold for smell is one drop of perfume in a 3 bedroom apartment. 
A __________ threshold is defined as the minimal difference between stimulus attributes that can be detected.|difference|
________________ theory takes the position that stimulus detection involves a decision-making process of separating a signal from background noise.|Signal detection|This occurs when one needs to judge whether or not a stimulus has been presented.  That judgment is made in the context of a shifting background noise created by other stimuli in the environment and by one’s own nervous system activity. 
Becoming __________ to a sound, a sight, an object, or some other kind of stimulus is known as habituation.|accustomed|Habituation occurs when we learn not to respond to repeated occurrences of a stimulus.  For example, take off your watch and place it on your other wrist.  Does it now feel funny or out of place?  Shouldn't it feel the same on either wrist?  It feels strange because you became habituated to the feeling of a watch on one wrist.
Light travels in the form of waves of energy, and differences in intensity of light correspond to differences in the wave _________ of light.|amplitude|The amplitude of a wave is represented by its height, and the amplitude of a light wave is the representation of a light’s physical intensity. 
__________ is the psychological experience of intensity of light.|Brightness|The difference between a dim light and a bright light is due to the difference in wave amplitude, but we don't actually see the difference in amplitude, what we see is a difference in brightness.
A second characteristic of waves is __________, which is the distance between any point in a wave and the corresponding point on the next cycle-the distance from peak to peak.|wavelength|
Pure light is called _____________ because it is made up of light waves of all one length or hue.|monochromatic|Example: A monochromatic color would be bright red without any shades of other colors or hues present. 
The ________ purity of a light source determines the psychological characteristic that is known as saturation.|physical|Pure, monochromatic lights are the most highly saturated; their hue is rich and obvious. As more and more different wavelengths get mixed into a light, it becomes lower and lower in saturation-and it starts to look pale and washed out.
Visual _________ refers to the tendency for objects to look the same to us despite fluctuations in sensory input.|constancy|There are three types of visual constancy--color constancy, size constancy, and shape constancy.  Size constancy refers to the fact that an object looks the same as we move further away from it--whether it is one foot away, or five feet away, a bowl of cereal looks the same. 
_________ is the sense of smell.|Olfaction|
Maximum __________ development takes place between the ages of three and a half and seven years of age.|perceptual|A child perceives differently from an adult, and although utilizing the same sense of sight, hearing, taste, touch and smell, they possess different approaches to processing the information.
The four stages of development include the sensorimotor stage, the preoperational stage, the concrete operations stage, and the ______ operations stage.|formal|These are the four stages of cognitive development as described by Jean Piaget. 
